UKBPPP_ProteinID	olink_target_fullname	OlinkID	UniProt	Assay	Panel	Panel_Lot_Nr	UniProt2	HGNC.symbol	ensembl_id	chr	gene_start	gene_end	Strand	Dilution_factor	block	expansion
FCGR2B:P31994:OID21215:v1	Low affinity immunoglobulin gamma Fc region receptor II-b	OID21215	P31994	FCGR2B	Oncology	B04412	P31994	FCGR2B	ENSG00000072694	1	161663143	161678654	1	1:1	A	no
FCGR3B:O75015:OID20387:v1	Low affinity immunoglobulin gamma Fc region receptor III-B	OID20387	O75015	FCGR3B	Cardiometabolic	B04413	O75015	FCGR3B	ENSG00000162747	1	161623196	161631963	-1	1:1000	D	no
FCN2:Q15485:OID20382:v1	Ficolin-2	OID20382	Q15485	FCN2	Cardiometabolic	B04413	Q15485	FCN2	ENSG00000160339	9	134880810	134887523	1	1:1000	D	no
FCRL1:Q96LA6:OID20172:v1	Fc receptor-like protein 1	OID20172	Q96LA6	FCRL1	Cardiometabolic	B04413	Q96LA6	FCRL1	ENSG00000163534	1	157794403	157820120	-1	1:10	B	no
FCRL2:Q96LA5:OID20639:v1	Fc receptor-like protein 2	OID20639	Q96LA5	FCRL2	Inflammation	B04411	Q96LA5	FCRL2	ENSG00000132704	1	157745733	157777132	-1	1:1	C	no
FCRL3:Q96P31:OID20443:v1	Fc receptor-like protein 3	OID20443	Q96P31	FCRL3	Inflammation	B04411	Q96P31	FCRL3	ENSG00000160856	1	157674321	157700769	-1	1:1	A	no
FCRL5:Q96RD9:OID21111:v1	Fc receptor-like protein 5	OID21111	Q96RD9	FCRL5	Neurology	B04414	Q96RD9	FCRL5	ENSG00000143297	1	157513377	157552515	-1	1:100	D	no
FCRL6:Q6DN72:OID20529:v1	Fc receptor-like protein 6	OID20529	Q6DN72	FCRL6	Inflammation	B04411	Q6DN72	FCRL6	ENSG00000181036	1	159800511	159816257	1	1:1	B	no
FCRLB:Q6BAA4:OID21193:v1	Fc receptor-like B	OID21193	Q6BAA4	FCRLB	Oncology	B04412	Q6BAA4	FCRLB	ENSG00000162746	1	161721563	161728143	1	1:1	A	no
FEN1:P39748:OID21192:v1	Flap endonuclease 1	OID21192	P39748	FEN1	Oncology	B04412	P39748	FEN1	ENSG00000168496	11	61792911	61797238	1	1:1	A	no
FES:P07332:OID21207:v1	Tyrosine-protein kinase Fes/Fps	OID21207	P07332	FES	Oncology	B04412	P07332	FES	ENSG00000182511	15	90883695	90895776	1	1:1	A	no
FETUB:Q9UGM5:OID20404:v1	Fetuin-B	OID20404	Q9UGM5	FETUB	Cardiometabolic	B04413	Q9UGM5	FETUB	ENSG00000090512	3	186635969	186653141	1	1:1000	D	no
FGF19:O95750:OID20715:v1	Fibroblast growth factor 19	OID20715	O95750	FGF19	Inflammation	B04411	O95750	FGF19	ENSG00000162344	11	69698238	69704022	-1	1:10	D	no
FGF2:P09038:OID20503:v1	Fibroblast growth factor 2	OID20503	P09038	FGF2	Inflammation	B04411	P09038	FGF2	ENSG00000138685	4	122826708	122898236	1	1:1	B	no
FGF21:Q9NSA1:OID21402:v1	Fibroblast growth factor 21	OID21402	Q9NSA1	FGF21	Oncology	B04412	Q9NSA1	FGF21	ENSG00000105550	19	48755524	48758333	1	1:1	C	no
FGF23:Q9GZV9:OID21411:v1	Fibroblast growth factor 23	OID21411	Q9GZV9	FGF23	Oncology	B04412	Q9GZV9	FGF23	ENSG00000118972	12	4368227	4379712	-1	1:1	C	no
FGF5:P12034:OID20490:v1	Fibroblast growth factor 5	OID20490	P12034	FGF5	Inflammation	B04411	P12034	FGF5	ENSG00000138675	4	80266639	80336680	1	1:1	A	no
FGFBP1:Q14512:OID21507:v1	Fibroblast growth factor-binding protein 1	OID21507	Q14512	FGFBP1	Oncology	B04412	Q14512	FGFBP1	ENSG00000137440	4	15935577	15938740	-1	1:10	D	no
FGFR2:P21802:OID21478:v1	Fibroblast growth factor receptor 2	OID21478	P21802	FGFR2	Oncology	B04412	P21802	FGFR2	ENSG00000066468	10	121478332	121598458	-1	1:10	D	no
FGR:P09769:OID20828:v1	Tyrosine-protein kinase Fgr	OID20828	P09769	FGR	Neurology	B04414	P09769	FGR	ENSG00000000938	1	27612064	27635185	-1	1:1	A	no
FHIT:P49789:OID20872:v1	Dinucleosidetriphosphatase	OID20872	P49789	FHIT	Neurology	B04414	P49789	FHIT	ENSG00000189283	3	59747277	61251459	-1	1:1	A	no
FIS1:Q9Y3D6:OID20722:v1	Mitochondrial fission 1 protein	OID20722	Q9Y3D6	FIS1	Inflammation	B04411	Q9Y3D6	FIS1	ENSG00000214253	7	101239458	101252316	-1	1:10	D	no
FKBP1B:P68106:OID20618:v1	Peptidyl-prolyl cis-trans isomerase FKBP1B	OID20618	P68106	FKBP1B	Inflammation	B04411	P68106	FKBP1B	ENSG00000119782	2	24049701	24063681	1	1:1	C	no
FKBP4:Q02790:OID20960:v1	Peptidyl-prolyl cis-trans isomerase FKBP4	OID20960	Q02790	FKBP4	Neurology	B04414	Q02790	FKBP4	ENSG00000004478	12	2794970	2805423	1	1:1	B	no
FKBP5:Q13451:OID20937:v1	Peptidyl-prolyl cis-trans isomerase FKBP5	OID20937	Q13451	FKBP5	Neurology	B04414	Q13451	FKBP5	ENSG00000096060	6	35573585	35728583	-1	1:1	B	no
FKBP7:Q9Y680:OID20846:v1	Peptidyl-prolyl cis-trans isomerase FKBP7	OID20846	Q9Y680	FKBP7	Neurology	B04414	Q9Y680	FKBP7	ENSG00000079150	2	178463664	178478600	-1	1:1	A	no
FLI1:Q01543:OID21239:v1	Friend leukemia integration 1 transcription factor	OID21239	Q01543	FLI1	Oncology	B04412	Q01543	FLI1	ENSG00000151702	11	128686535	128813267	1	1:1	A	no
FLRT2:O43155:OID20946:v1	Leucine-rich repeat transmembrane protein FLRT2	OID20946	O43155	FLRT2	Neurology	B04414	O43155	FLRT2	ENSG00000185070	14	85530144	85654428	1	1:1	B	no
FLT1:P17948:OID21301:v1	Vascular endothelial growth factor receptor 1	OID21301	P17948	FLT1	Oncology	B04412	P17948	FLT1	ENSG00000102755	13	28300346	28495145	-1	1:1	B	no
FLT3:P36888:OID21272:v1	Receptor-type tyrosine-protein kinase FLT3	OID21272	P36888	FLT3	Oncology	B04412	P36888	FLT3	ENSG00000122025	13	28003274	28100592	-1	1:1	A	no
FLT3LG:P49771:OID20661:v1	Fms-related tyrosine kinase 3 ligand	OID20661	P49771	FLT3LG	Inflammation	B04411	P49771	FLT3LG	ENSG00000090554	19	49474207	49486231	1	1:1	C	no
FLT4:P35916:OID21491:v1	Vascular endothelial growth factor receptor 3	OID21491	P35916	FLT4	Oncology	B04412	P35916	FLT4	ENSG00000037280	5	180601506	180649624	-1	1:10	D	no
FMNL1:O95466:OID20884:v1	Formin-like protein 1	OID20884	O95466	FMNL1	Neurology	B04414	O95466	FMNL1	ENSG00000184922	17	45221444	45247319	1	1:1	A	no
FMR1:Q06787:OID21233:v1	Synaptic functional regulator FMR1	OID21233	Q06787	FMR1	Oncology	B04412	Q06787	FMR1	ENSG00000102081	X	147911919	147951125	1	1:1	A	no
FOLR1:P15328:OID21529:v1	Folate receptor alpha	OID21529	P15328	FOLR1	Oncology	B04412	P15328	FOLR1	ENSG00000110195	11	72189558	72196323	1	1:10	D	no
FOLR2:P14207:OID21062:v1	Folate receptor beta	OID21062	P14207	FOLR2	Neurology	B04414	P14207	FOLR2	ENSG00000165457	11	72216601	72221950	1	1:10	C	no
FOLR3:P41439:OID21485:v1	Folate receptor gamma	OID21485	P41439	FOLR3	Oncology	B04412	P41439	FOLR3	ENSG00000110203	11	72114869	72139892	1	1:10	D	no
FOSB:P53539:OID20791:v1	Protein fosB	OID20791	P53539	FOSB	Neurology	B04414	P53539	FOSB	ENSG00000125740	19	45467995	45475179	1	1:1	A	no
FOXO1:Q12778:OID20515:v1	Forkhead box protein O1	OID20515	Q12778	FOXO1	Inflammation	B04411	Q12778	FOXO1	ENSG00000150907	13	40555667	40666641	-1	1:1	B	no
FOXO3:O43524:OID21271:v1	Forkhead box protein O3	OID21271	O43524	FOXO3	Oncology	B04412	O43524	FOXO3	ENSG00000118689	6	108559835	108684774	1	1:1	A	no
FRZB:Q92765:OID20968:v1	Secreted frizzled-related protein 3	OID20968	Q92765	FRZB	Neurology	B04414	Q92765	FRZB	ENSG00000162998	2	182833275	182866637	-1	1:1	B	no
FST:P19883:OID20770:v1	Follistatin	OID20770	P19883	FST	Inflammation	B04411	P19883	FST	ENSG00000134363	5	53480626	53487134	1	1:10	D	no
FSTL3:O95633:OID20782:v1	Follistatin-related protein 3	OID20782	O95633	FSTL3	Inflammation	B04411	O95633	FSTL3	ENSG00000070404	19	676392	683392	1	1:10	D	no
FUCA1:P04066:OID20261:v1	Tissue alpha-L-fucosidase	OID20261	P04066	FUCA1	Cardiometabolic	B04413	P04066	FUCA1	ENSG00000179163	1	23845077	23868290	-1	1:100	C	no
FURIN:P09958:OID21514:v1	Furin	OID21514	P09958	FURIN	Oncology	B04412	P09958	FURIN	ENSG00000140564	15	90868588	90883564	1	1:10	D	no
FUS:P35637:OID21256:v1	RNA-binding protein FUS	OID21256	P35637	FUS	Oncology	B04412	P35637	FUS	ENSG00000089280	16	31180138	31191605	1	1:1	A	no
FUT3_FUT5:P21217_Q11128:OID21013:v1	Galactoside 3_5	OID21013	P21217_Q11128	FUT3_FUT5	Neurology	B04414	P21217	FUT3	ENSG00000171124	19	5842888	5851471	-1	1:10	C	no
FUT3_FUT5:P21217_Q11128:OID21013:v1	Galactoside 3_5	OID21013	P21217_Q11128	FUT3_FUT5	Neurology	B04414	Q11128	FUT5	ENSG00000130383	19	5865826	5870540	-1	1:10	C	no
FUT8:Q9BYC5:OID20992:v1	Alpha-	OID20992	Q9BYC5	FUT8	Neurology	B04414	Q9BYC5	FUT8	ENSG00000033170	14	65410592	65744121	1	1:1	B	no
FXN:Q16595:OID21442:v1	Frataxin, mitochondrial	OID21442	Q16595	FXN	Oncology	B04412	Q16595	FXN	ENSG00000165060	9	69035751	69079076	1	1:1	C	no
FXYD5:Q96DB9:OID20463:v1	FXYD domain-containing ion transport regulator 5	OID20463	Q96DB9	FXYD5	Inflammation	B04411	Q96DB9	FXYD5	ENSG00000089327	19	35154730	35169881	1	1:1	A	no
FYB1:O15117:OID21140:v1	FYN-binding protein 1	OID21140	O15117	FYB1	Neurology	B04414	O15117	FYB1	ENSG00000082074	5	39105252	39274528	-1	1:100	D	no
GAL:P22466:OID20727:v1	Galanin peptides [Cleaved into: Galanin; Galanin message-associated peptide	OID20727	P22466	GAL	Inflammation	B04411	P22466	GAL	ENSG00000069482	11	68683779	68691175	1	1:10	D	no
GALNT10:Q86SR1:OID21371:v1	Polypeptide N-acetylgalactosaminyltransferase 10	OID21371	Q86SR1	GALNT10	Oncology	B04412	Q86SR1	GALNT10	ENSG00000164574	5	154190730	154420984	1	1:1	B	no
GALNT2:Q10471:OID21423:v1	Polypeptide N-acetylgalactosaminyltransferase 2	OID21423	Q10471	GALNT2	Oncology	B04412	Q10471	GALNT2	ENSG00000143641	1	230057990	230282122	1	1:1	C	no
GALNT3:Q14435:OID20471:v1	Polypeptide N-acetylgalactosaminyltransferase 3	OID20471	Q14435	GALNT3	Inflammation	B04411	Q14435	GALNT3	ENSG00000115339	2	165747588	165794659	-1	1:1	A	no
GALNT7:Q86SF2:OID21377:v1	N-acetylgalactosaminyltransferase 7	OID21377	Q86SF2	GALNT7	Oncology	B04412	Q86SF2	GALNT7	ENSG00000109586	4	173168811	173323967	1	1:1	B	no
GAS6:Q14393:OID20318:v1	Growth arrest-specific protein 6	OID20318	Q14393	GAS6	Cardiometabolic	B04413	Q14393	GAS6	ENSG00000183087	13	113820549	113864076	-1	1:100	C	no
GBP2:P32456:OID20489:v1	Guanylate-binding protein 2	OID20489	P32456	GBP2	Inflammation	B04411	P32456	GBP2	ENSG00000162645	1	89106132	89150456	-1	1:1	A	no
GBP4:Q96PP9:OID20845:v1	Guanylate-binding protein 4	OID20845	Q96PP9	GBP4	Neurology	B04414	Q96PP9	GBP4	ENSG00000162654	1	89181144	89198942	-1	1:1	A	no
GCG:P01275:OID21263:v1	Glucagon [Cleaved into: Glicentin; Glicentin-related polypeptide	OID21263	P01275	GCG	Oncology	B04412	P01275	GCG	ENSG00000115263	2	162142882	162152404	-1	1:1	A	no
GCNT1:Q02742:OID21379:v1	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase	OID21379	Q02742	GCNT1	Oncology	B04412	Q02742	GCNT1	ENSG00000187210	9	76419850	76651203	1	1:1	B	no
GDF15:Q99988:OID20251:v1	Growth/differentiation factor 15	OID20251	Q99988	GDF15	Cardiometabolic	B04413	Q99988	GDF15	ENSG00000130513	19	18374731	18389176	1	1:100	C	no
GDF2:Q9UK05:OID20202:v1	Growth/differentiation factor 2	OID20202	Q9UK05	GDF2	Cardiometabolic	B04413	Q9UK05	GDF2	ENSG00000263761	10	47322454	47327588	1	1:10	B	no
GDNF:P39905:OID20861:v1	Glial cell line-derived neurotrophic factor	OID20861	P39905	GDNF	Neurology	B04414	P39905	GDNF	ENSG00000168621	5	37812677	37840041	-1	1:1	A	no
GFAP:P14136:OID21247:v1	Glial fibrillary acidic protein	OID21247	P14136	GFAP	Oncology	B04412	P14136	GFAP	ENSG00000131095	17	44903159	44916937	-1	1:1	A	no
GFER:P55789:OID21259:v1	FAD-linked sulfhydryl oxidase ALR	OID21259	P55789	GFER	Oncology	B04412	P55789	GFER	ENSG00000127554	16	1984193	1987749	1	1:1	A	no
GFOD2:Q3B7J2:OID21216:v1	Glucose-fructose oxidoreductase domain-containing protein 2	OID21216	Q3B7J2	GFOD2	Oncology	B04412	Q3B7J2	GFOD2	ENSG00000141098	16	67674531	67719339	-1	1:1	A	no
GFRA1:P56159:OID21457:v1	GDNF family receptor alpha-1	OID21457	P56159	GFRA1	Oncology	B04412	P56159	GFRA1	ENSG00000151892	10	116056925	116276803	-1	1:1	C	no
GFRA2:O00451:OID21330:v1	GDNF family receptor alpha-2	OID21330	O00451	GFRA2	Oncology	B04412	O00451	GFRA2	ENSG00000168546	8	21690398	21812357	-1	1:1	B	no
GFRA3:O60609:OID20933:v1	GDNF family receptor alpha-3	OID20933	O60609	GFRA3	Neurology	B04414	O60609	GFRA3	ENSG00000146013	5	138252380	138274621	-1	1:1	B	no
GGA1:Q9UJY5:OID20838:v1	ADP-ribosylation factor-binding protein GGA1	OID20838	Q9UJY5	GGA1	Neurology	B04414	Q9UJY5	GGA1	ENSG00000100083	22	37608725	37633564	1	1:1	A	no
GGH:Q92820:OID20416:v1	Gamma-glutamyl hydrolase	OID20416	Q92820	GGH	Cardiometabolic	B04413	Q92820	GGH	ENSG00000137563	8	63014881	63039407	-1	1:1000	D	no
GGT1:P19440:OID21075:v1	Glutathione hydrolase 1 proenzyme	OID21075	P19440	GGT1	Neurology	B04414	P19440	GGT1	ENSG00000100031	22	24594811	24629005	1	1:100	D	no
GGT5:P36269:OID20909:v1	Glutathione hydrolase 5 proenzyme	OID20909	P36269	GGT5	Neurology	B04414	P36269	GGT5	ENSG00000099998	22	24219654	24245108	-1	1:1	B	no
GH1:P01241:OID20220:v1	Somatotropin	OID20220	P01241	GH1	Cardiometabolic	B04413	P01241	GH1	ENSG00000259384	17	63917200	63918839	-1	1:10	B	no
GH2:P01242:OID21168:v1	Growth hormone variant	OID21168	P01242	GH2	Oncology	B04412	P01242	GH2	ENSG00000136487	17	63880215	63881944	-1	1:1	A	no
GHRHR:Q02643:OID20841:v1	Growth hormone-releasing hormone receptor	OID20841	Q02643	GHRHR	Neurology	B04414	Q02643	GHRHR	ENSG00000106128	7	30938669	30993254	1	1:1	A	no
GHRL:Q9UBU3:OID20175:v1	Appetite-regulating hormone	OID20175	Q9UBU3	GHRL	Cardiometabolic	B04413	Q9UBU3	GHRL	ENSG00000157017	3	10285666	10292947	-1	1:10	B	no
GKN1:Q9NS71:OID20885:v1	Gastrokine-1	OID20885	Q9NS71	GKN1	Neurology	B04414	Q9NS71	GKN1	ENSG00000169605	2	68974573	68980980	1	1:1	A	no
GLB1:P16278:OID20949:v1	Beta-galactosidase	OID20949	P16278	GLB1	Neurology	B04414	P16278	GLB1	ENSG00000170266	3	32996609	33097202	-1	1:1	B	no
GLO1:Q04760:OID20107:v1	Lactoylglutathione lyase	OID20107	Q04760	GLO1	Cardiometabolic	B04413	Q04760	GLO1	ENSG00000124767	6	38675925	38703145	-1	1:1	A	no
GLOD4:Q9HC38:OID20710:v1	Glyoxalase domain-containing protein 4	OID20710	Q9HC38	GLOD4	Inflammation	B04411	Q9HC38	GLOD4	ENSG00000167699	17	757097	782294	-1	1:10	D	no
GLRX:P35754:OID20195:v1	Glutaredoxin-1	OID20195	P35754	GLRX	Cardiometabolic	B04413	P35754	GLRX	ENSG00000173221	5	95751319	95822726	-1	1:10	B	no
GLT8D2:Q9H1C3:OID20825:v1	Glycosyltransferase 8 domain-containing protein 2	OID20825	Q9H1C3	GLT8D2	Neurology	B04414	Q9H1C3	GLT8D2	ENSG00000120820	12	103988987	104064183	-1	1:1	A	no
GMPR:P36959:OID20641:v1	GMP reductase 1	OID20641	P36959	GMPR	Inflammation	B04411	P36959	GMPR	ENSG00000137198	6	16238587	16295549	1	1:1	C	no
GNE:Q9Y223:OID21231:v1	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase	OID21231	Q9Y223	GNE	Oncology	B04412	Q9Y223	GNE	ENSG00000159921	9	36214441	36277042	-1	1:1	A	no
GNLY:P22749:OID21132:v1	Granulysin	OID21132	P22749	GNLY	Neurology	B04414	P22749	GNLY	ENSG00000115523	2	85685175	85698852	1	1:100	D	no
GOLM2:Q6P4E1:OID21044:v1	Protein CASC4	OID21044	Q6P4E1	GOLM2	Neurology	B04414	Q6P4E1	GOLM2	ENSG00000166734	15	44288719	44415758	1	1:10	C	no
GOPC:Q9HD26:OID20551:v1	Golgi-associated PDZ and coiled-coil motif-containing protein	OID20551	Q9HD26	GOPC	Inflammation	B04411	Q9HD26	GOPC	ENSG00000047932	6	117560269	117602542	-1	1:1	B	no
GP1BA:P07359:OID20381:v1	Platelet glycoprotein Ib alpha chain	OID20381	P07359	GP1BA	Cardiometabolic	B04413	P07359	GP1BA	ENSG00000185245	17	4932277	4935023	1	1:1000	D	no
GP2:P55259:OID20090:v1	Pancreatic secretory granule membrane major glycoprotein GP2	OID20090	P55259	GP2	Cardiometabolic	B04413	P55259	GP2	ENSG00000169347	16	20309574	20327808	-1	1:1	A	no
GP6:Q9HCN6:OID21091:v1	Platelet glycoprotein VI	OID21091	Q9HCN6	GP6	Neurology	B04414	Q9HCN6	GP6	ENSG00000088053	19	55013705	55038264	-1	1:100	D	no
GPA33:Q99795:OID21376:v1	Cell surface A33 antigen	OID21376	Q99795	GPA33	Oncology	B04412	Q99795	GPA33	ENSG00000143167	1	167052836	167166479	-1	1:1	B	no
GPC1:P35052:OID21438:v1	Glypican-1 [Cleaved into: Secreted glypican-1]	OID21438	P35052	GPC1	Oncology	B04412	P35052	GPC1	ENSG00000063660	2	240435663	240468076	1	1:1	C	no
GPC5:P78333:OID20944:v1	Glypican-5 [Cleaved into: Secreted glypican-5]	OID20944	P78333	GPC5	Neurology	B04414	P78333	GPC5	ENSG00000179399	13	91398621	92873682	1	1:1	B	no
GPKOW:Q92917:OID20890:v1	G-patch domain and KOW motifs-containing protein	OID20890	Q92917	GPKOW	Neurology	B04414	Q92917	GPKOW	ENSG00000068394	X	49113407	49123735	-1	1:1	A	no
GPNMB:Q14956:OID20173:v1	Transmembrane glycoprotein NMB	OID20173	Q14956	GPNMB	Cardiometabolic	B04413	Q14956	GPNMB	ENSG00000136235	7	23235967	23275108	1	1:10	B	no
GPR37:O15354:OID20095:v1	Prosaposin receptor GPR37	OID20095	O15354	GPR37	Cardiometabolic	B04413	O15354	GPR37	ENSG00000170775	7	124743885	124765792	-1	1:1	A	no
GRAP2:O75791:OID20192:v1	GRB2-related adapter protein 2	OID20192	O75791	GRAP2	Cardiometabolic	B04413	O75791	GRAP2	ENSG00000100351	22	39901084	39973721	1	1:10	B	no
GRK5:P34947:OID20066:v1	G protein-coupled receptor kinase 5	OID20066	P34947	GRK5	Cardiometabolic	B04413	P34947	GRK5	ENSG00000198873	10	119207571	119459745	1	1:1	A	no
GRN:P28799:OID21159:v1	Progranulin	OID21159	P28799	GRN	Neurology	B04414	P28799	GRN	ENSG00000030582	17	44345246	44353106	1	1:100	D	no
GRPEL1:Q9HAV7:OID21309:v1	GrpE protein homolog 1, mitochondrial	OID21309	Q9HAV7	GRPEL1	Oncology	B04412	Q9HAV7	GRPEL1	ENSG00000109519	4	7058895	7068064	-1	1:1	B	no
GSAP:A4D1B5:OID21173:v1	Gamma-secretase-activating protein	OID21173	A4D1B5	GSAP	Oncology	B04412	A4D1B5	GSAP	ENSG00000186088	7	77310751	77416349	-1	1:1	A	no
GSTA1:P08263:OID20166:v1	Glutathione S-transferase A1	OID20166	P08263	GSTA1	Cardiometabolic	B04413	P08263	GSTA1	ENSG00000243955	6	52791371	52803860	-1	1:10	B	no
GSTA3:Q16772:OID21242:v1	Glutathione S-transferase A3	OID21242	Q16772	GSTA3	Oncology	B04412	Q16772	GSTA3	ENSG00000174156	6	52896639	52909698	-1	1:1	A	no
GSTP1:P09211:OID20876:v1	Glutathione S-transferase P	OID20876	P09211	GSTP1	Neurology	B04414	P09211	GSTP1	ENSG00000084207	11	67583742	67586656	1	1:1	A	no
GUCA2A:Q02747:OID21101:v1	Guanylin	OID21101	Q02747	GUCA2A	Neurology	B04414	Q02747	GUCA2A	ENSG00000197273	1	42162690	42164745	-1	1:100	D	no
GUSB:P08236:OID20296:v1	Beta-glucuronidase	OID20296	P08236	GUSB	Cardiometabolic	B04413	P08236	GUSB	ENSG00000169919	7	65960684	65982215	-1	1:100	C	no
GYS1:P13807:OID20097:v1	Glycogen [starch] synthase, muscle	OID20097	P13807	GYS1	Cardiometabolic	B04413	P13807	GYS1	ENSG00000104812	19	48968130	48993310	-1	1:1	A	no
GZMA:P12544:OID20663:v1	Granzyme A	OID20663	P12544	GZMA	Inflammation	B04411	P12544	GZMA	ENSG00000145649	5	55102646	55110252	1	1:1	C	no
GZMB:P10144:OID20604:v1	Granzyme B	OID20604	P10144	GZMB	Inflammation	B04411	P10144	GZMB	ENSG00000100453	14	24630954	24634267	-1	1:1	B	no
GZMH:P20718:OID20096:v1	Granzyme H	OID20096	P20718	GZMH	Cardiometabolic	B04413	P20718	GZMH	ENSG00000100450	14	24606480	24609699	-1	1:1	A	no
HAGH:Q16775:OID21459:v1	Hydroxyacylglutathione hydrolase, mitochondrial	OID21459	Q16775	HAGH	Oncology	B04412	Q16775	HAGH	ENSG00000063854	16	1795620	1827157	-1	1:1	C	no
HAO1:Q9UJM8:OID21395:v1	Hydroxyacid oxidase 1	OID21395	Q9UJM8	HAO1	Oncology	B04412	Q9UJM8	HAO1	ENSG00000101323	20	7882985	7940458	-1	1:1	C	no
HARS1:P12081:OID21086:v1	Histidine--tRNA ligase, cytoplasmic	OID21086	P12081	HARS1	Neurology	B04414	P12081	HARS1	ENSG00000170445	5	140673035	140691537	-1	1:100	D	no
HAVCR1:Q96D42:OID21422:v1	Hepatitis A virus cellular receptor 1	OID21422	Q96D42	HAVCR1	Oncology	B04412	Q96D42	HAVCR1	ENSG00000113249	5	157029413	157059119	-1	1:1	C	no
HAVCR2:Q8TDQ0:OID21137:v1	Hepatitis A virus cellular receptor 2	OID21137	Q8TDQ0	HAVCR2	Neurology	B04414	Q8TDQ0	HAVCR2	ENSG00000135077	5	157085832	157142869	-1	1:100	D	no
HBEGF:Q99075:OID21465:v1	Proheparin-binding EGF-like growth factor [Cleaved into: Heparin-binding EGF-like growth factor	OID21465	Q99075	HBEGF	Oncology	B04412	Q99075	HBEGF	ENSG00000113070	5	140332843	140346603	-1	1:1	C	no
HBQ1:P09105:OID21433:v1	Hemoglobin subunit theta-1	OID21433	P09105	HBQ1	Oncology	B04412	P09105	HBQ1	ENSG00000086506	16	180459	181179	1	1:1	C	no
HCLS1:P14317:OID20648:v1	Hematopoietic lineage cell-specific protein	OID20648	P14317	HCLS1	Inflammation	B04411	P14317	HCLS1	ENSG00000180353	3	121631399	121660927	-1	1:1	C	no
HDGF:P51858:OID21455:v1	Hepatoma-derived growth factor	OID21455	P51858	HDGF	Oncology	B04412	P51858	HDGF	ENSG00000143321	1	156742109	156766925	-1	1:1	C	no
HEBP1:Q9NRV9:OID20063:v1	Heme-binding protein 1	OID20063	Q9NRV9	HEBP1	Cardiometabolic	B04413	Q9NRV9	HEBP1	ENSG00000013583	12	12974870	13000265	-1	1:1	A	no
HEXIM1:O94992:OID20589:v1	Protein HEXIM1	OID20589	O94992	HEXIM1	Inflammation	B04411	O94992	HEXIM1	ENSG00000186834	17	45148475	45152099	1	1:1	B	no
HGF:P14210:OID20656:v1	Hepatocyte growth factor	OID20656	P14210	HGF	Inflammation	B04411	P14210	HGF	ENSG00000019991	7	81699010	81770438	-1	1:1	C	no
HGS:O14964:OID21175:v1	Hepatocyte growth factor-regulated tyrosine kinase substrate	OID21175	O14964	HGS	Oncology	B04412	O14964	HGS	ENSG00000185359	17	81683326	81703138	1	1:1	A	no
HK2:P52789:OID20065:v1	Hexokinase-2	OID20065	P52789	HK2	Cardiometabolic	B04413	P52789	HK2	ENSG00000159399	2	74834127	74893359	1	1:1	A	no
HLA-DRA:P01903:OID20520:v1	HLA class II histocompatibility antigen, DR alpha chain	OID20520	P01903	HLA-DRA	Inflammation	B04411	P01903	HLA-DRA	ENSG00000204287	6	32439878	32445046	1	1:1	B	no
HLA-E:P13747:OID20532:v1	HLA class I histocompatibility antigen, alpha chain E	OID20532	P13747	HLA-E	Inflammation	B04411	P13747	HLA-E	ENSG00000204592	6	30489509	30494194	1	1:1	B	no
HMBS:P08397:OID21385:v1	Porphobilinogen deaminase	OID21385	P08397	HMBS	Oncology	B04412	P08397	HMBS	ENSG00000256269	11	119084866	119093834	1	1:1	C	no
HMOX1:P09601:OID20217:v1	Heme oxygenase 1	OID20217	P09601	HMOX1	Cardiometabolic	B04413	P09601	HMOX1	ENSG00000100292	22	35380361	35394214	1	1:10	B	no
HMOX2:P30519:OID20887:v1	Heme oxygenase 2	OID20887	P30519	HMOX2	Neurology	B04414	P30519	HMOX2	ENSG00000103415	16	4474690	4510347	1	1:1	A	no
HNMT:P50135:OID20975:v1	Histamine N-methyltransferase	OID20975	P50135	HNMT	Neurology	B04414	P50135	HNMT	ENSG00000150540	2	137964020	138016364	1	1:1	B	no
HNRNPK:P61978:OID20051:v1	Heterogeneous nuclear ribonucleoprotein K	OID20051	P61978	HNRNPK	Cardiometabolic	B04413	P61978	HNRNPK	ENSG00000165119	9	83968083	83980616	-1	1:1	A	no
HPCAL1:P37235:OID20615:v1	Hippocalcin-like protein 1	OID20615	P37235	HPCAL1	Inflammation	B04411	P37235	HPCAL1	ENSG00000115756	2	10302889	10427617	1	1:1	C	no
HPGDS:O60760:OID21266:v1	Hematopoietic prostaglandin D synthase	OID21266	O60760	HPGDS	Oncology	B04412	O60760	HPGDS	ENSG00000163106	4	94298535	94342876	-1	1:1	A	no
HS3ST3B1:Q9Y662:OID21303:v1	Heparan sulfate glucosamine 3-O-sulfotransferase 3B1	OID21303	Q9Y662	HS3ST3B1	Oncology	B04412	Q9Y662	HS3ST3B1	ENSG00000125430	17	14301081	14349404	1	1:1	B	no
HS6ST1:O60243:OID21441:v1	Heparan-sulfate 6-O-sulfotransferase 1	OID21441	O60243	HS6ST1	Oncology	B04412	O60243	HS6ST1	ENSG00000136720	2	128236716	128318868	-1	1:1	C	no
